Snapshots/Description,Snapshots/Encrypted,Snapshots/OwnerId,Snapshots/Progress,Snapshots/SnapshotId,Snapshots/StartTime,Snapshots/State,Snapshots/VolumeId,Snapshots/VolumeSize,Snapshots/StorageTier,Snapshots/OwnerAlias,Snapshots/Tags/0/Key,Snapshots/Tags/0/Value,Snapshots/Tags/1/Key,Snapshots/Tags/1/Value,Snapshots/Tags/2/Key,Snapshots/Tags/2/Value,Snapshots/Tags/3/Key,Snapshots/Tags/3/Value,Snapshots/Tags/4/Key,Snapshots/Tags/4/Value,Snapshots/Tags/5/Key,Snapshots/Tags/5/Value,Snapshots/Tags/6/Key,Snapshots/Tags/6/Value,Snapshots/Tags/7/Key,Snapshots/Tags/7/Value,Snapshots/Tags/8/Key,Snapshots/Tags/8/Value
,false,086685601027,100%,snap-07353ac8d35991228,2021-05-25T08:04:58.443Z,completed,vol-004034310439a076b,8,standard,,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-60ebd96c,Name,prometheus,CreatedBy,terraform,Snapshot,true,,,,
,false,086685601027,100%,snap-0aea72b96b3609592,2021-05-24T07:39:58.512Z,completed,vol-093e4ecc62c3403b0,8,standard,,CreatedBy,terraform,spotinst:aws:ec2:group:id,sig-74b053d6,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:createdBy,spotinst,Name,prometheus,Snapshot,true,MaintainedBY,DevOps,,,,
,false,086685601027,100%,snap-055971f0f091d36a5,2021-05-24T07:30:00.803Z,completed,vol-093e4ecc62c3403b0,8,standard,,Name,prometheus,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,Snapshot,true,spotinst:aws:ec2:group:id,sig-74b053d6,,,,
,false,086685601027,100%,snap-070ad8e1b6fe1fbf2,2021-05-21T14:35:00.123Z,completed,vol-04f526bad34820329,8,standard,,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:id,sig-7d290dbc,Name,prometheus,,,,
,false,086685601027,100%,snap-053b004a3e9957b18,2021-05-21T14:45:01.006Z,completed,vol-04f526bad34820329,8,standard,,MaintainedBY,DevOps,Snapshot,true,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,Name,prometheus,spotinst:aws:ec2:group:id,sig-7d290dbc,spotinst:accountId,act-bf1b8e33,,,,
,false,086685601027,100%,snap-0665119c59744f714,2021-05-21T09:40:01.858Z,completed,vol-0c66e25e29d029624,8,standard,,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,spotinst:aws:ec2:group:id,sig-c3aca884,Snapshot,true,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,Name,prometheus,,,,
,false,086685601027,100%,snap-0286b104a1069889f,2021-05-21T09:29:58.845Z,completed,vol-0c66e25e29d029624,8,standard,,spotinst:aws:ec2:group:id,sig-c3aca884,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,Snapshot,true,Name,prometheus,spotinst:aws:ec2:group:createdBy,spotinst,,,,
,false,086685601027,100%,snap-0dbcde4d1fe50104c,2021-05-21T07:30:00.615Z,completed,vol-0b608df4c98549766,8,standard,,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-8bb5e852,Name,prometheus,Snapshot,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,,,,
,false,086685601027,100%,snap-05d59a0f701ac0824,2021-05-21T07:35:03.455Z,completed,vol-0b608df4c98549766,8,standard,,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,Name,prometheus,spotinst:aws:ec2:group:id,sig-8bb5e852,Snapshot,true,,,,
,false,086685601027,100%,snap-0356229628de33773,2021-05-20T12:44:58.936Z,completed,vol-0aa5cb7b16ad1be28,8,standard,,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-92e95066,Name,prometheus,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,,,,
,false,086685601027,100%,snap-0d4b328a99f934a4c,2021-05-20T12:35:00.189Z,completed,vol-0aa5cb7b16ad1be28,8,standard,,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,Name,prometheus,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:id,sig-92e95066,spotinst:accountId,act-bf1b8e33,,,,
,false,086685601027,100%,snap-08433bf4999d77cf7,2021-05-20T12:50:02.611Z,completed,vol-0aa5cb7b16ad1be28,8,standard,,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,Snapshot,true,Name,prometheus,spotinst:aws:ec2:group:id,sig-92e95066,,,,
,false,086685601027,100%,snap-0d9fed6ec59ff1211,2021-05-17T11:44:58.712Z,completed,vol-09e092ce039841444,8,standard,,MaintainedBY,DevOps,Snapshot,true,spotinst:aws:ec2:group:id,sig-d0160a39,Name,prometheus,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,,,,
,false,086685601027,100%,snap-0444a38786a643d1f,2021-05-17T11:54:58.094Z,completed,vol-09e092ce039841444,8,standard,,MaintainedBY,DevOps,spotinst:aws:ec2:group:id,sig-d0160a39,spotinst:accountId,act-bf1b8e33,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,Name,prometheus,Snapshot,true,,,,
,false,086685601027,100%,snap-027abf10c68f734a9,2021-05-17T11:25:01.331Z,completed,vol-0db1bad70925e0671,8,standard,,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,MaintainedBY,DevOps,spotinst:aws:ec2:group:id,sig-14da15b5,Snapshot,true,Name,prometheus,spotinst:accountId,act-bf1b8e33,,,,
,false,086685601027,100%,snap-0b0f64472b2465616,2021-04-27T07:24:56.019Z,completed,vol-06c3ec6c86d4bce63,100,standard,,MaintainedBY,DevOps,Name,xray,Snapshot,true,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-76889931,CreatedBy,terraform,,,,
,false,086685601027,100%,snap-0242e4c61a55c4045,2021-04-27T07:16:58.510Z,completed,vol-06c3ec6c86d4bce63,100,standard,,Snapshot,true,CreatedBy,terraform,spotinst:aws:ec2:group:id,sig-76889931,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,Name,xray,spotinst:accountId,act-bf1b8e33,,,,
,false,086685601027,100%,snap-0631d225f22515338,2021-04-26T10:19:57.252Z,completed,vol-023b1df95a6aca659,100,standard,,Name,xray,spotinst:aws:ec2:group:id,sig-9f5c2789,MaintainedBY,DevOps,Snapshot,true,spotinst:accountId,act-bf1b8e33,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,,,,
,false,086685601027,100%,snap-06d63a709b6a8385e,2021-04-26T10:10:04.447Z,completed,vol-023b1df95a6aca659,100,standard,,Name,xray,Snapshot,true,MaintainedBY,DevOps,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-9f5c2789,CreatedBy,terraform,,,,
,false,086685601027,100%,snap-08d1808ff24b5aa3d,2021-04-25T15:06:57.771Z,completed,vol-023b1df95a6aca659,100,standard,,spotinst:aws:ec2:group:id,sig-9f5c2789,MaintainedBY,DevOps,Name,xray,Snapshot,true,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:createdBy,spotinst,,,,
,false,086685601027,100%,snap-0b729724ff7984e09,2021-04-23T06:34:57.074Z,completed,vol-08fd27060641af0c0,100,standard,,Name,xray,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-9c1746c1,,,,
,false,086685601027,100%,snap-027a3383829c9f7d3,2021-04-23T06:24:57.247Z,completed,vol-08fd27060641af0c0,100,standard,,MaintainedBY,DevOps,spotinst:accountId,act-bf1b8e33,CreatedBy,terraform,Name,xray,spotinst:aws:ec2:group:id,sig-9c1746c1,Snapshot,true,spotinst:aws:ec2:group:createdBy,spotinst,,,,
,false,086685601027,100%,snap-0dbd2db1ec11d8cb9,2021-01-28T09:54:58.791Z,completed,vol-0c105c975862bef7b,8,standard,,spotinst:accountId,act-bf1b8e33,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-bb0e08da,Name,sonarqube,MaintainedBY,DevOps,,,,,,
,false,086685601027,100%,snap-0032698f95b991c95,2021-01-28T09:44:56.982Z,completed,vol-0c105c975862bef7b,8,standard,,spotinst:aws:ec2:group:id,sig-bb0e08da,Name,sonarqube,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,CreatedBy,terraform,,,,,,
,false,086685601027,100%,snap-0990552a8f5a87543,2021-01-07T14:14:57.246Z,completed,vol-0eed3ead959a23330,500,standard,,spotinst:aws:ec2:group:createdBy,spotinst,Name,artifactory,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,CreatedBy,terraform,spotinst:aws:ec2:group:id,sig-f9d31bac,,,,,,
,false,086685601027,100%,snap-070c04ac3e8582884,2021-01-07T14:04:57.504Z,completed,vol-0eed3ead959a23330,500,standard,,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-f9d31bac,Name,artifactory,Snapshot,true,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,CreatedBy,terraform,,,,
,false,086685601027,100%,snap-055e0a2575acef7b9,2021-01-07T13:39:56.823Z,completed,vol-0eed3ead959a23330,500,standard,,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,Name,artifactory,spotinst:aws:ec2:group:id,sig-f9d31bac,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,Snapshot,true,,,,
