Snapshots/Description,Snapshots/Encrypted,Snapshots/OwnerId,Snapshots/Progress,Snapshots/SnapshotId,Snapshots/StartTime,Snapshots/State,Snapshots/VolumeId,Snapshots/VolumeSize,Snapshots/StorageTier,Snapshots/OwnerAlias,Snapshots/Tags/0/Key,Snapshots/Tags/0/Value,Snapshots/Tags/1/Key,Snapshots/Tags/1/Value,Snapshots/Tags/2/Key,Snapshots/Tags/2/Value,Snapshots/Tags/3/Key,Snapshots/Tags/3/Value,Snapshots/Tags/4/Key,Snapshots/Tags/4/Value,Snapshots/Tags/5/Key,Snapshots/Tags/5/Value,Snapshots/Tags/6/Key,Snapshots/Tags/6/Value,Snapshots/Tags/7/Key,Snapshots/Tags/7/Value,Snapshots/Tags/8/Key,Snapshots/Tags/8/Value
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0ac73aa18517a79d5,2022-01-07T00:12:38.407Z,completed,vol-0c5405fa9f61a54e5,30,standard,,SnapshotCreator,DLM,Snapshot,true,MaintainedBY,DevOps,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Name,node-exporter,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-08fa378abedf67bb4,2022-01-06T00:18:01.935Z,completed,vol-0fed115fd2f23a465,30,standard,,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,Name,prometheus,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0629c679e81a193c9,2022-01-06T00:15:22.535Z,completed,vol-0c5405fa9f61a54e5,30,standard,,Snapshot,true,SnapshotCreator,DLM,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,node-exporter,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-07313115de33f194a,2022-01-05T00:19:55.573Z,completed,vol-0c5405fa9f61a54e5,30,standard,,CreatedBy,terraform,Name,node-exporter,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0c8545cc6557634f6,2022-01-05T00:19:54.915Z,completed,vol-0171bb49bb958f568,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,sonarqube,SnapshotCreator,DLM,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0829d604ab1469945,2022-01-04T00:19:52.007Z,completed,vol-0171bb49bb958f568,30,standard,,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,SnapshotCreator,DLM,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,MaintainedBY,DevOps,Name,sonarqube,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0c97c83c947b11c04,2022-01-03T00:19:52.430Z,completed,vol-0fed115fd2f23a465,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,Name,prometheus,Snapshot,true,MaintainedBY,DevOps,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,SnapshotCreator,DLM
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0230eb6ab9bf8be1d,2022-01-02T00:20:34.569Z,completed,vol-0fed115fd2f23a465,30,standard,,Name,prometheus,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,MaintainedBY,DevOps,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-020acb9fffbc245c8,2022-01-02T00:11:25.540Z,completed,vol-0c5405fa9f61a54e5,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,SnapshotCreator,DLM,Snapshot,true,Name,node-exporter,CreatedBy,terraform,dlm:managed,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-08ba7ae20fc33d26b,2021-12-31T00:17:13.847Z,completed,vol-0fed115fd2f23a465,30,standard,,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Name,prometheus,Snapshot,true,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-019813ce50daec53a,2021-12-31T00:10:38.692Z,completed,vol-0c5405fa9f61a54e5,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,MaintainedBY,DevOps,Snapshot,true,Name,node-exporter,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,dlm:managed,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-02a90d0e9e7b48036,2021-12-12T00:22:46.772Z,completed,vol-00bfbde266edc1314,30,standard,,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,node-exporter,MaintainedBY,DevOps,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0c6504ea86fa139a2,2021-12-11T00:14:06.087Z,completed,vol-00bfbde266edc1314,30,standard,,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,node-exporter,Snapshot,true,MaintainedBY,DevOps,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,SnapshotCreator,DLM
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0419057fc4bf9f938,2021-12-10T00:11:11.657Z,completed,vol-00bfbde266edc1314,30,standard,,SnapshotCreator,DLM,Snapshot,true,CreatedBy,terraform,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,Name,node-exporter,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps
,false,086685601027,100%,snap-0f99571f0e7c41907,2022-02-14T12:04:59.328Z,completed,vol-00dcb53a629498f2f,8,standard,,CreatedBy,terraform,Name,sonarqube,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-4b5568f6,MaintainedBY,DevOps,Snapshot,true,spotinst:aws:ec2:group:createdBy,spotinst,,,,
,false,086685601027,100%,snap-09db66466dd66fb68,2022-02-14T12:10:01.443Z,completed,vol-00dcb53a629498f2f,8,standard,,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-4b5568f6,Snapshot,true,Name,sonarqube,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-01cd8fa82b7f6738c,2022-02-14T00:16:02.683Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,Name,jenkins-master-test,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0552dcfcecea57469,2022-02-13T00:17:44.937Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,SnapshotCreator,DLM,Snapshot,true,dlm:managed,true,CreatedBy,terraform,Name,jenkins-master-test
sonarqube-argocd-snapshot,false,086685601027,100%,snap-042a64f243487e913,2022-02-12T16:30:27.191Z,completed,vol-00dcb53a629498f2f,8,standard,,Name,sonarqube-argocd-snapshot,,,,,,,,,,,,,,,,
,false,086685601027,100%,snap-0bf41fadf3443e516,2022-02-12T02:53:57.682Z,completed,vol-00dcb53a629498f2f,8,standard,,Snapshot,true,MaintainedBY,DevOps,Name,sonarqube,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-4b5568f6,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-09d09f249608c2977,2022-02-12T00:21:54.614Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,Name,jenkins-master-test,dlm:managed,true,MaintainedBY,DevOps,SnapshotCreator,DLM,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-03d3e604597611b86,2022-02-11T00:19:33.761Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,dlm:managed,true,Name,jenkins-master-test,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,SnapshotCreator,DLM
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0b4b43204102fcc4e,2022-02-10T00:24:20.641Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,dlm:managed,true,Name,jenkins-master-test,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-04d03ff7b1a0e1dca,2022-02-09T00:23:39.324Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Name,jenkins-master-test,Snapshot,true,dlm:managed,true,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0b520c6da14653758,2022-02-08T00:17:17.676Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,Snapshot,true,MaintainedBY,DevOps,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,Name,jenkins-master-test,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,SnapshotCreator,DLM,CreatedBy,terraform
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0a8abe991ec637793,2022-02-07T00:22:12.793Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,Snapshot,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,Name,jenkins-master-test,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-04abcf15bca28af51,2022-02-06T00:20:41.121Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,CreatedBy,terraform,dlm:managed,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Name,jenkins-master-test,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0fa6ff1e5f0c0b0c1,2022-02-05T00:23:47.095Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,MaintainedBY,DevOps,Snapshot,true,SnapshotCreator,DLM,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,Name,jenkins-master-test
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0d928e62ab439afa8,2022-02-04T00:15:28.880Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,dlm:managed,true,MaintainedBY,DevOps,Name,jenkins-master-test,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0cb22e88e287777e7,2022-02-03T00:11:15.759Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,dlm:managed,true,Name,jenkins-master-test,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
sonarqube-ss-test,false,086685601027,100%,snap-0c5e16371753cca50,2022-02-02T12:36:34.790Z,completed,vol-00dcb53a629498f2f,8,standard,,Name,sonarqube-ss-test,,,,,,,,,,,,,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0fcad9428f4d06532,2022-02-02T00:13:19.210Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,jenkins-master-test,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,MaintainedBY,DevOps,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-05ddd5210d6d35c11,2022-02-01T00:16:59.457Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,Name,jenkins-master-test,Snapshot,true,MaintainedBY,DevOps,SnapshotCreator,DLM,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true
349770967735,false,086685601027,100%,snap-083b20417fee0d73a,2022-01-27T15:49:00.119Z,completed,vol-ffffffff,8,standard,,,,,,,,,,,,,,,,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-03d44f9f6a04d1af4,2021-12-16T00:23:21.379Z,completed,vol-0174afce0595d729f,30,standard,,dlm:managed,true,CreatedBy,terraform,MaintainedBY,DevOps,Name,node-exporter,SnapshotCreator,DLM,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-09797f60ef80d4f38,2021-12-15T00:20:49.168Z,completed,vol-0174afce0595d729f,30,standard,,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,CreatedBy,terraform,Name,node-exporter,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,MaintainedBY,DevOps
created by script,false,086685601027,100%,snap-016a586d9125de38f,2021-12-07T14:30:24.287Z,completed,vol-0ae3ed8a604006501,300,standard,,Name,jenkins-master-test,,,,,,,,,,,,,,,,
created by script,false,086685601027,100%,snap-0d1df39db7e230837,2021-12-07T08:41:59.354Z,completed,vol-0ae3ed8a604006501,300,standard,,Name,jenkins-master-test,,,,,,,,,,,,,,,,
